     78.00     26.64    -25.66     31.63
     79.00     26.76    -25.74     31.69
     80.00     26.87    -25.84     31.75
     81.00     26.98    -25.93     31.79
     82.00     27.08    -26.04     31.83
     83.00     27.16    -26.15     31.88
     84.00     27.25    -26.28     31.93
     85.00     27.32    -26.41     31.98
     86.00     27.38    -26.54     32.05
     87.00     27.44    -26.66     32.12
     88.00     27.49    -26.78     32.21
     89.00     27.54    -26.88     32.29
     90.00     27.59    -26.96     32.38
     91.00     27.63    -27.03     32.47
     92.00     27.67    -27.07     32.54
     93.00     27.71    -27.08     32.59
     94.00     27.76    -27.08     32.63
     95.00     27.80    -27.06     32.64
     96.00     27.84    -27.03     32.61
     97.00     27.88    -27.00     32.56
     98.00     27.92    -26.96     32.48
     99.00     27.97    -26.91     32.39
    100.00     28.03    -26.85     32.29
    101.00     28.08    -26.80     32.17
    102.00     28.12    -26.73     32.06
    103.00     28.16    -26.66     31.95
    104.00     28.17    -26.58     31.85
    105.00     28.17    -26.49     31.74
    106.00     28.14    -26.40     31.64
    107.00     28.08    -26.30     31.53
    108.00     28.01    -26.19     31.41
    109.00     27.92    -26.08     31.29
    110.00     27.83    -25.98     31.16
    111.00     27.73    -25.88     31.02
    112.00     27.65    -25.78     30.87
    113.00     27.57    -25.69     30.71
    114.00     27.50    -25.60     30.55
    115.00     27.45    -25.52     30.39
    116.00     27.40    -25.45     30.22
    117.00     27.36    -25.38     30.06
    118.00     27.32    -25.31     29.90
    119.00     27.29    -25.25     29.76
    120.00     27.26    -25.20     29.61
    121.00     27.23    -25.15     29.48
    122.00     27.20    -25.10     29.34
    123.00     27.18    -25.06     29.20
    124.00     27.15    -25.01     29.05
    125.00     27.12    -24.96     28.90
    126.00     27.07    -24.91     28.72
    127.00     27.01    -24.85     28.54
    128.00     26.94    -24.78     28.35
    129.00     26.87    -24.71     28.16
    130.00     26.78    -24.62     27.97
    131.00     26.69    -24.52     27.78
    132.00     26.60    -24.41     27.60
    133.00     26.51    -24.29     27.43
    134.00     26.42    -24.15     27.28
    135.00     26.32    -23.99     27.12
    136.00     26.22    -23.82     26.97
    137.00     26.11    -23.64     26.81
    138.00     25.99    -23.44     26.64
    139.00     25.86    -23.24     26.45
    140.00     25.72    -23.03     26.25
    141.00     25.57    -22.82     26.04
    142.00     25.40    -22.61     25.82
    143.00     25.23    -22.41     25.59
    144.00     25.05    -22.22     25.36
    145.00     24.86    -22.03     25.14
    146.00     24.67    -21.84     24.92
    147.00     24.48    -21.67     24.71
    148.00     24.29    -21.49     24.49
    149.00     24.09    -21.32     24.27
    150.00     23.90    -21.15     24.03
    151.00     23.70    -20.98     23.79
    152.00     23.51    -20.81     23.53
    153.00     23.32    -20.63     23.26
    154.00     23.13    -20.44     22.98
    155.00     22.95    -20.24     22.70
    156.00     22.76    -20.04     22.41
    157.00     22.58    -19.83     22.13
    158.00     22.40    -19.61     21.85
    159.00     22.22    -19.39     21.57
    160.00     22.06    -19.15     21.29
    161.00     21.89    -18.91     21.02
    162.00     21.74    -18.67     20.75
    163.00     21.59    -18.43     20.50
    164.00     21.44    -18.19     20.26
    165.00     21.29    -17.95     20.04
    166.00     21.14    -17.71     19.83
    167.00     20.98    -17.48     19.63
    168.00     20.81    -17.25     19.46
    169.00     20.62    -17.03     19.29
    170.00     20.42    -16.80     19.14
    171.00     20.20    -16.58     19.01
    172.00     19.98    -16.35     18.88
    173.00     19.75    -16.12     18.76
    174.00     19.52    -15.87     18.63
    175.00     19.30    -15.61     18.51
    176.00     19.08    -15.34     18.39
    177.00     18.88    -15.06     18.26
    178.00     18.69    -14.78     18.13
    179.00     18.50    -14.49     18.00
    180.00     18.32    -14.20     17.86
    181.00     18.14    -13.91     17.73
    182.00     17.96    -13.62     17.60
    183.00     17.77    -13.35     17.47
    184.00     17.57    -13.08     17.34
    185.00     17.36    -12.83     17.21
    186.00     17.14    -12.58     17.09
    187.00     16.93    -12.34     16.95
    188.00     16.72    -12.11     16.80
    189.00     16.53    -11.89     16.63
    190.00     16.36    -11.67     16.44
    191.00     16.20    -11.45     16.24
    192.00     16.05    -11.24     16.01
    193.00     15.92    -11.02     15.76
    194.00     15.80    -10.80     15.50
    195.00     15.69    -10.59     15.22
    196.00     15.58    -10.38     14.94
    197.00     15.47    -10.19     14.65
    198.00     15.34     -9.99     14.37
    199.00     15.21     -9.81     14.09
    200.00     15.07     -9.64     13.83
    201.00     14.91     -9.49     13.57
    202.00     14.74     -9.36     13.33
    203.00     14.57     -9.24     13.09
    204.00     14.39     -9.15     12.87
    205.00     14.20     -9.08     12.67
    206.00     14.01     -9.03     12.46
    207.00     13.82     -9.00     12.26
    208.00     13.63     -9.01     12.05
    209.00     13.42     -9.02     11.82
    210.00     13.20     -9.05     11.56
    211.00     12.97     -9.09     11.27
    212.00     12.72     -9.12     10.95
    213.00     12.46     -9.14     10.60
    214.00     12.19     -9.16     10.23
    215.00     11.90     -9.15      9.84
    216.00     11.60     -9.12      9.44
    217.00     11.29     -9.06      9.05
    218.00     10.98     -8.98      8.68
    219.00     10.67     -8.87      8.33
    220.00     10.35     -8.75      8.00
    221.00     10.00     -8.61      7.69
    222.00      9.65     -8.43      7.43
    223.00      9.28     -8.21      7.19
    224.00      8.87     -7.91      6.95
    225.00      8.40     -7.47      6.67
    226.00      7.88     -6.88      6.30
    227.00      7.30     -6.15      5.82
    228.00      6.70     -5.29      5.24
    229.00      6.07     -4.30      4.56
    230.00      5.43     -3.22      3.78
    231.00      4.79     -2.08      2.95
    232.00      2.37      2.37      0.00
smoothed swimbladder 0
      78
     68.00      4.52      4.52      0.00
     69.00      5.36      3.17      5.16
     70.00      5.57      2.39      7.98
     71.00      5.74      1.44      9.48
     72.00      5.87      0.33     10.83
     73.00      5.96     -0.89     12.09
     74.00      6.01     -2.15     13.35
     75.00      6.03     -3.38     14.56
     76.00      6.04     -4.55     15.50
     77.00      6.06     -5.63     16.18
     78.00      6.09     -6.61     16.75
     79.00      6.13     -7.47     17.31
     80.00      6.18     -8.22     17.81
     81.00      6.23     -8.86     18.28
     82.00      6.28     -9.41     18.76
     83.00      6.32     -9.88     19.27
     84.00      6.35    -10.29     19.73
     85.00      6.36    -10.65     20.07
     86.00      6.36    -10.98     20.31
     87.00      6.34    -11.29     20.58
     88.00      6.32    -11.57     20.94
     89.00      6.31    -11.83     21.34
     90.00      6.30    -12.07     21.66
     91.00      6.31    -12.28     21.86
     92.00      6.33    -12.48     22.00
     93.00      6.35    -12.67     21.96
     94.00      6.36    -12.84     21.75
     95.00      6.35    -13.01     21.58
     96.00      6.29    -13.16     21.54
     97.00      6.20    -13.28     21.54
     98.00      6.06    -13.39     21.54
     99.00      5.89    -13.48     21.46
    100.00      5.70    -13.56     21.29
    101.00      5.52    -13.63     21.17
    102.00      5.36    -13.69     21.01
    103.00      5.21    -13.76     20.77
    104.00      5.09    -13.80     20.59
    105.00      4.99    -13.83     20.51
    106.00      4.91    -13.83     20.40
    107.00      4.84    -13.81     20.19
    108.00      4.78    -13.78     19.90
    109.00      4.71    -13.73     19.54
    110.00      4.61    -13.68     19.20
    111.00      4.49    -13.63     18.96
    112.00      4.33    -13.57     18.71
    113.00      4.14    -13.49     18.39
    114.00      3.93    -13.39     18.07
    115.00      3.73    -13.27     17.66
    116.00      3.54    -13.15     17.16
    117.00      3.39    -13.01     16.72
    118.00      3.27    -12.86     16.32
    119.00      3.20    -12.72     15.96
    120.00      3.15    -12.58     15.63
    121.00      3.10    -12.43     15.22
    122.00      3.03    -12.28     14.73
    123.00      2.92    -12.11     14.28
    124.00      2.77    -11.94     13.92
    125.00      2.59    -11.77     13.55
    126.00      2.38    -11.59     13.14
    127.00      2.15    -11.41     12.80
    128.00      1.93    -11.21     12.56
    129.00      1.71    -10.98     12.21
    130.00      1.51    -10.72     11.68
    131.00      1.31    -10.43     11.19
    132.00      1.11    -10.10     10.75
    133.00      0.92     -9.74     10.26
    134.00      0.73     -9.38      9.86
    135.00      0.54     -9.03      9.49
    136.00      0.35     -8.67      9.05
    137.00      0.15     -8.29      8.56
    138.00     -0.07     -7.90      8.11
    139.00     -0.30     -7.48      7.67
    140.00     -0.56     -7.02      7.17
    141.00     -0.85     -6.48      6.63
    142.00     -1.17     -5.91      5.89
    143.00     -1.50     -5.34      4.89
    144.00     -1.83     -4.79      3.65
    145.00     -2.15     -4.28      2.04
    146.00     -3.05     -3.05      0.00
